,index,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,st,cf,cam,cm,cdm,cb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url,lb_rb,lm_rm,lw_rw,wing_back
283,365,228251,https://sofifa.com/player/228251/lorenzo-pellegrini/220002,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM, CDM",81,86,38000000.0,61000.0,25,1996-06-19,186,77,Roma,Italian Serie A,CAM,7.0,2022.0,Italy,Right,3,2,Medium/Medium,Normal (185+),Yes,78.0,74.0,81.0,80.0,72.0,77.0,74,72,71,86,69,78,70,70,82,83,77,79,79,79,86,76,70,88,74,74,72,70,78,84,80,82,70,74,72,12,7,10,13,11,,79,79,83,83,80,75,20,https://cdn.sofifa.net/players/228/251/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,78,82,79,79
284,372,231969,https://sofifa.com/player/231969/ruslan-malinovskyi/220002,R. Malinovskyi,Ruslan Malinovskyi,"CF, CM",81,81,26500000.0,68000.0,28,1993-05-04,181,79,Atalanta,Italian Serie A,RF,18.0,2023.0,Ukraine,Left,4,3,Medium/Medium,Stocky (170-185),No,74.0,80.0,83.0,81.0,64.0,79.0,79,73,74,85,70,83,85,86,81,85,73,74,69,77,73,90,74,81,79,87,78,66,77,84,83,75,55,72,50,6,6,12,15,13,,81,81,81,81,78,72,20,https://cdn.sofifa.net/players/231/969/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ua.png,74,81,80,76
285,373,232411,https://sofifa.com/player/232411/christopher-nkunku/220002,C. Nkunku,Christopher Nkunku,"CAM, CM, CF",81,86,39000000.0,72000.0,23,1997-11-14,179,72,RB Leipzig,German 1. Bundesliga,LAM,18.0,2024.0,France,Right,4,2,Medium/Medium,Lean (170-185),No,79.0,74.0,81.0,85.0,69.0,65.0,81,74,59,83,59,86,81,76,80,86,81,78,85,78,83,79,59,74,63,76,59,69,78,81,65,79,69,72,70,5,6,10,15,7,,78,80,83,82,77,71,18,https://cdn.sofifa.net/players/232/411/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png,77,83,81,78
286,374,233927,https://sofifa.com/player/233927/lucas-tolentino-coelho-de-lima/220002,Lucas Paquetá,Lucas Tolentino Coelho de Lima,"CM, CAM",81,86,38500000.0,65000.0,23,1997-08-27,180,72,Olympique Lyonnais,French Ligue 1,CAM,10.0,2025.0,Brazil,Left,4,2,High/High,Normal (170-185),Yes,74.0,75.0,79.0,83.0,69.0,78.0,71,74,60,82,71,85,80,73,79,84,72,76,76,82,79,77,79,84,74,74,78,72,80,82,75,84,69,72,63,14,9,12,11,11,,78,80,83,83,79,74,21,https://cdn.sofifa.net/players/233/927/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/br.png,76,82,79,77
287,375,234153,https://sofifa.com/player/234153/carlos-soler-barragan/220002,Carlos Soler,Carlos Soler Barragán,"CM, RM, LM",81,88,51500000.0,39000.0,24,1997-01-02,180,76,Valencia CF,Spain Primera Division,RM,10.0,2023.0,Spain,Right,3,2,Medium/Medium,Lean (170-185),Yes,78.0,77.0,82.0,79.0,71.0,71.0,77,78,56,85,66,80,80,82,82,81,75,80,75,83,73,77,58,81,70,76,65,74,78,81,86,76,67,79,68,6,14,7,13,11,,78,79,83,83,79,73,21,https://cdn.sofifa.net/players/234/153/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,78,82,80,79
288,376,234742,https://sofifa.com/player/234742/harvey-barnes/220002,H. Barnes,Harvey Lewis Barnes,"LM, LW",81,84,35000000.0,95000.0,23,1997-12-09,180,66,Leicester City,English Premier League,LM,7.0,2025.0,England,Right,3,1,High/Medium,Normal (170-185),Yes,86.0,77.0,76.0,81.0,45.0,63.0,78,78,46,77,66,82,76,69,68,81,85,86,81,82,79,80,59,73,64,79,48,43,81,79,54,75,45,47,44,6,5,11,8,10,,78,80,82,76,64,55,18,https://cdn.sofifa.net/players/234/742/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,65,82,81,68
289,377,234906,https://sofifa.com/player/234906/houssem-aouar/220002,H. Aouar,Houssem Aouar,"CM, CAM",81,86,38500000.0,65000.0,23,1998-06-30,175,70,Olympique Lyonnais,French Ligue 1,LM,8.0,2023.0,France,Right,4,2,High/Low,Unique,Yes,75.0,75.0,81.0,85.0,66.0,71.0,70,76,59,86,68,86,80,72,80,86,78,73,84,82,83,72,66,76,69,75,69,69,78,84,74,82,68,68,58,14,6,11,7,10,,78,81,84,83,77,71,19,https://cdn.sofifa.net/players/234/906/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,74,83,81,76
290,378,235374,https://sofifa.com/player/235374/manuel-lazzari/220002,M. Lazzari,Manuel Lazzari,RWB,81,81,25000000.0,64000.0,27,1993-11-29,174,67,Lazio,Italian Serie A,RB,29.0,2024.0,Italy,Right,3,2,High/High,Lean (170-185),No,92.0,62.0,76.0,82.0,70.0,65.0,83,67,44,78,59,82,68,58,75,81,93,92,89,78,89,53,39,86,56,57,66,73,74,74,55,76,72,75,69,14,6,11,5,11,,71,76,79,79,77,70,19,https://cdn.sofifa.net/players/235/374/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,79,81,79,81
291,379,238074,https://sofifa.com/player/238074/reece-james/220002,R. James,Reece James,"RWB, RB",81,86,37000000.0,76000.0,21,1999-12-08,178,87,Chelsea,English Premier League,RCB,24.0,2025.0,England,Right,3,2,High/Medium,Stocky (170-185),Yes,80.0,58.0,77.0,77.0,76.0,80.0,86,48,69,79,46,77,82,76,71,80,78,81,72,75,85,75,73,79,83,66,74,75,66,70,50,72,77,80,74,8,12,7,13,11,,71,72,75,76,79,79,20,https://cdn.sofifa.net/players/238/074/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,80,77,74,81
292,380,239231,https://sofifa.com/player/239231/marc-cucurella-saseta/220002,Cucurella,Marc Cucurella Saseta,"LM, LB",81,87,41500000.0,63000.0,22,1998-07-22,172,66,Brighton & Hove Albion,English Premier League,SUB,3.0,2026.0,Spain,Left,3,1,High/Medium,Lean (170-185),No,79.0,67.0,78.0,80.0,73.0,74.0,81,68,57,81,55,80,78,48,79,81,78,80,78,82,83,73,77,88,66,65,76,73,79,78,47,74,71,78,77,13,7,9,10,11,,75,77,80,81,80,75,20,https://cdn.sofifa.net/players/239/231/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png,80,82,78,81
293,382,241852,https://sofifa.com/player/241852/moussa-diaby/220002,M. Diaby,Moussa Diaby,"LW, RW",81,88,52500000.0,52000.0,21,1999-07-07,170,68,Bayer 04 Leverkusen,German 1. Bundesliga,RM,19.0,2025.0,France,Left,4,2,High/Low,Normal (170-),No,94.0,67.0,73.0,85.0,41.0,53.0,75,73,28,78,63,87,66,41,70,82,96,92,92,77,93,73,62,70,44,54,51,48,77,76,42,75,46,35,46,8,9,8,8,14,,73,78,81,75,62,51,19,https://cdn.sofifa.net/players/241/852/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png,64,82,81,68
294,383,245279,https://sofifa.com/player/245279/sergio-reguilon-rodriguez/220002,Reguilón,Sergio Reguilón Rodríguez,LB,81,84,32500000.0,79000.0,24,1996-12-16,178,68,Tottenham Hotspur,English Premier League,LB,3.0,2025.0,Spain,Left,3,1,High/High,Lean (170-185),Yes,86.0,58.0,75.0,78.0,78.0,70.0,82,52,72,78,45,78,73,45,70,81,84,87,75,77,74,72,64,77,65,58,76,78,75,73,42,74,77,79,79,11,14,9,5,12,,73,74,77,77,79,78,20,https://cdn.sofifa.net/players/245/279/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png,81,79,76,81
295,384,247263,https://sofifa.com/player/247263/edmond-tapsoba/220002,E. Tapsoba,Edmond Fayçal Tapsoba,CB,81,88,48500000.0,49000.0,22,1999-02-02,194,85,Bayer 04 Leverkusen,German 1. Bundesliga,RCB,12.0,2026.0,Burkina Faso,Right,2,2,Medium/High,Normal (185+),No,75.0,52.0,65.0,69.0,82.0,79.0,39,54,82,81,33,66,46,32,80,72,74,75,67,77,65,74,78,75,81,30,80,83,34,66,77,80,82,84,77,5,10,13,7,15,,66,64,68,73,81,83,19,https://cdn.sofifa.net/players/247/263/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/bf.png,77,67,62,75
296,385,247394,https://sofifa.com/player/247394/dejan-kulusevski/220002,D. Kulusevski,Dejan Kulusevski,"RW, CF",81,89,58000000.0,72000.0,21,2000-04-25,186,75,Juventus,Italian Serie A,SUB,44.0,2024.0,Sweden,Left,4,2,High/Medium,Normal (185+),Yes,84.0,74.0,77.0,84.0,56.0,76.0,80,70,54,79,80,85,83,61,69,87,85,83,77,80,73,74,66,85,77,83,67,55,77,78,65,83,50,64,58,14,5,10,10,5,,78,80,82,79,72,66,18,https://cdn.sofifa.net/players/247/394/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/se.png,72,83,81,75
297,386,251573,https://sofifa.com/player/251573/renan-augusto-lodi-dos-santos/220002,Renan Lodi,Renan Augusto Lodi dos Santos,LB,81,86,36500000.0,49000.0,23,1998-04-08,173,70,Atlético de Madrid,Spain Primera Division,SUB,12.0,2025.0,Brazil,Left,4,1,High/Medium,Lean (170-185),Yes,84.0,67.0,76.0,81.0,77.0,75.0,81,64,70,77,59,81,81,57,75,81,85,83,85,80,81,76,77,84,70,68,78,77,76,73,54,79,76,78,79,12,7,11,10,15,,76,77,79,79,80,78,21,https://cdn.sofifa.net/players/251/573/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/br.png,81,81,78,82
298,387,251854,https://sofifa.com/player/251854/pedro-gonzalez-lopez/220002,Pedri,Pedro González López,CM,81,91,54000000.0,51000.0,18,2002-11-25,174,61,FC Barcelona,Spain Primera Division,LCM,16.0,2022.0,Spain,Right,4,2,High/High,Lean (170-185),No,78.0,65.0,79.0,84.0,66.0,63.0,68,68,50,85,45,84,73,51,80,83,81,76,88,81,89,62,65,86,53,65,59,68,77,86,53,84,65,73,63,12,7,11,8,8,,73,78,83,83,77,68,19,https://cdn.sofifa.net/players/251/854/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,75,82,79,77
299,391,162347,https://sofifa.com/player/162347/joao-filipe-moutinho/220002,João Moutinho,João Filipe Iria Santos Moutinho,CM,80,80,9500000.0,88000.0,34,1986-09-08,170,61,Wolverhampton Wanderers,English Premier League,LCM,28.0,2022.0,Portugal,Right,3,3,Medium/High,Normal (170-),Yes,50.0,72.0,84.0,80.0,70.0,66.0,85,68,68,86,76,76,84,82,83,85,55,45,75,75,85,77,69,75,57,77,74,70,68,83,70,89,71,70,68,13,15,15,13,13,,74,74,80,80,79,73,23,https://cdn.sofifa.net/players/162/347/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png,75,78,74,76
300,392,169588,https://sofifa.com/player/169588/jonny-evans/220002,J. Evans,Jonathan Grant Evans,CB,80,80,10000000.0,95000.0,33,1988-01-03,188,77,Leicester City,English Premier League,SUB,6.0,2023.0,Northern Ireland,Right,2,2,Medium/High,Lean (185+),Yes,52.0,32.0,61.0,60.0,83.0,77.0,52,28,80,74,46,51,34,37,65,71,51,53,45,82,57,42,80,67,80,24,82,81,30,57,44,81,85,83,81,12,16,16,15,8,,54,53,58,66,78,80,23,https://cdn.sofifa.net/players/169/588/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-nir.png,75,59,53,73
301,393,171579,https://sofifa.com/player/171579/raul-garcia-escudero/220002,Raúl García,Raúl García Escudero,"ST, CAM",80,80,10500000.0,36000.0,34,1986-07-11,184,83,Athletic Club de Bilbao,Spain Primera Division,RS,22.0,2022.0,Spain,Right,3,2,Medium/Medium,Normal (170-185),Yes,41.0,82.0,81.0,78.0,65.0,83.0,80,80,90,83,73,80,78,68,82,85,45,37,54,83,61,85,92,75,86,86,84,69,85,83,85,85,44,74,63,14,16,14,16,15,,80,79,80,80,77,75,25,https://cdn.sofifa.net/players/171/579/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,71,79,76,72
302,395,172522,https://sofifa.com/player/172522/daniel-wass/220002,D. Wass,Daniel Wass,"RB, RM, CM",80,80,14500000.0,38000.0,32,1989-05-31,181,74,Valencia CF,Spain Primera Division,RCM,18.0,2022.0,Denmark,Right,3,2,Medium/Medium,Normal (170-185),Yes,74.0,77.0,80.0,77.0,76.0,76.0,79,75,69,80,69,76,78,84,81,80,73,75,73,80,71,85,68,87,73,80,74,79,76,78,61,77,76,76,75,11,9,10,13,13,,79,78,80,80,80,77,21,https://cdn.sofifa.net/players/172/522/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/dk.png,80,80,77,80
303,397,176676,https://sofifa.com/player/176676/marcelo-vieira-da-silva/220002,Marcelo,Marcelo Vieira da Silva Júnior,LB,80,80,11000000.0,135000.0,33,1988-05-12,174,75,Real Madrid CF,Spain Primera Division,SUB,12.0,2022.0,Brazil,Left,5,4,High/Low,Unique,Yes,73.0,72.0,80.0,87.0,75.0,71.0,84,71,72,80,63,89,84,67,77,91,74,73,80,77,78,81,74,67,70,70,77,79,80,78,59,79,71,77,78,12,5,5,5,9,,80,80,80,80,80,79,18,https://cdn.sofifa.net/players/176/676/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/br.png,80,80,80,80
304,398,177388,https://sofifa.com/player/177388/dimitri-payet/220002,D. Payet,Dimitri Payet,"LW, CAM",80,80,10000000.0,51000.0,34,1987-03-29,175,77,Olympique de Marseille,French Ligue 1,CF,10.0,2024.0,France,Right,4,3,High/Medium,Stocky (170-185),Yes,69.0,77.0,83.0,82.0,38.0,67.0,85,75,59,83,76,84,83,74,80,83,71,68,81,75,73,80,40,69,72,77,57,37,79,83,79,74,32,37,39,11,15,9,14,12,,79,79,80,79,64,53,23,https://cdn.sofifa.net/players/177/388/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,61,80,80,65
305,400,177604,https://sofifa.com/player/177604/ignacio-monreal-eraso/220002,Nacho Monreal,Ignacio Monreal Eraso,LB,80,80,6500000.0,26000.0,35,1986-02-26,180,77,Real Sociedad,Spain Primera Division,LB,20.0,2022.0,Spain,Left,3,2,Medium/Medium,Lean (170-185),Yes,65.0,61.0,74.0,74.0,80.0,68.0,78,55,72,77,58,73,74,52,70,77,62,68,69,82,69,74,74,69,64,61,77,81,72,71,61,76,77,83,81,7,5,9,3,5,,71,71,74,76,79,79,16,https://cdn.sofifa.net/players/177/604/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,79,74,71,79
306,402,182493,https://sofifa.com/player/182493/diego-godin/220002,D. Godín,Diego Roberto Godín Leal,CB,80,80,5500000.0,27000.0,35,1986-02-16,187,78,Cagliari,Italian Serie A,CB,2.0,2023.0,Uruguay,Right,2,3,Medium/High,Lean (185+),Yes,57.0,48.0,63.0,61.0,80.0,78.0,52,42,82,77,47,53,49,49,70,72,59,55,57,74,53,67,89,67,82,43,81,79,48,52,50,78,80,81,79,6,8,15,5,15,,64,59,63,69,79,80,19,https://cdn.sofifa.net/players/182/493/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/uy.png,75,63,58,73
307,404,183855,https://sofifa.com/player/183855/angelo-ogbonna/220002,A. Ogbonna,Angelo Obinze Ogbonna,CB,80,80,10000000.0,70000.0,33,1988-05-23,191,86,West Ham United,English Premier League,LCB,21.0,2022.0,Italy,Left,2,2,Medium/Medium,Normal (185+),Yes,56.0,40.0,60.0,62.0,82.0,76.0,51,25,82,70,30,61,51,36,69,63,50,61,52,77,51,68,81,64,81,46,78,82,44,55,39,75,82,83,80,5,3,5,4,4,,59,57,60,66,76,80,14,https://cdn.sofifa.net/players/183/855/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/it.png,74,60,55,72
308,405,184941,https://sofifa.com/player/184941/alexis-sanchez/220002,A. Sánchez,Alexis Alejandro Sánchez Sánchez,"CF, ST",80,80,17000000.0,105000.0,32,1988-12-19,168,62,Inter,Italian Serie A,SUB,7.0,2023.0,Chile,Right,4,4,Medium/Medium,Unique,Yes,78.0,76.0,78.0,83.0,43.0,68.0,76,74,59,79,82,84,78,74,77,83,80,76,84,79,87,80,85,68,68,76,64,46,81,80,69,75,38,44,35,10,10,15,12,13,,80,80,80,79,66,58,22,https://cdn.sofifa.net/players/184/941/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/cl.png,63,80,80,66
309,406,185020,https://sofifa.com/player/185020/jose-maria-callejon-bueno/220002,José Callejón,José María Callejón Bueno,"RM, RW",80,80,10000000.0,61000.0,34,1987-02-11,178,73,Fiorentina,Italian Serie A,RW,7.0,2022.0,Spain,Right,3,3,High/Medium,Lean (170-185),Yes,77.0,76.0,76.0,81.0,48.0,59.0,82,75,65,80,84,80,73,65,60,85,76,78,84,70,80,78,68,73,53,76,54,54,78,78,62,79,60,32,32,8,5,14,11,11,,78,78,80,76,64,57,19,https://cdn.sofifa.net/players/185/020/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/es.png,65,80,79,68
310,407,186561,https://sofifa.com/player/186561/aaron-ramsey/220002,A. Ramsey,Aaron Ramsey,"CM, CAM, LM",80,80,20000000.0,81000.0,30,1990-12-26,183,76,Juventus,Italian Serie A,SUB,8.0,2023.0,Wales,Right,3,3,Medium/Medium,Lean (170-185),Yes,66.0,70.0,81.0,83.0,66.0,66.0,75,61,55,85,77,85,83,73,81,84,63,69,73,76,80,80,63,65,66,77,68,66,78,82,75,80,68,67,67,6,11,5,10,8,,75,77,80,80,77,71,19,https://cdn.sofifa.net/players/186/561/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/gb-wls.png,73,80,77,75
311,408,187598,https://sofifa.com/player/187598/rafael-toloi/220002,Rafael Tolói,Rafael Tolói,CB,80,80,17500000.0,51000.0,30,1990-10-10,185,75,Atalanta,Italian Serie A,RCB,2.0,2023.0,Italy,Right,2,2,Medium/High,Lean (185+),No,66.0,47.0,58.0,64.0,82.0,80.0,44,28,81,66,30,58,41,70,68,66,65,67,61,83,66,75,76,80,79,62,82,80,40,50,64,86,81,85,80,11,12,16,16,8,,61,58,61,67,77,80,22,https://cdn.sofifa.net/players/187/598/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,76,61,57,74
312,410,189271,https://sofifa.com/player/189271/francis-coquelin/220002,F. Coquelin,Francis Coquelin,"CM, CDM, RM",80,80,20000000.0,39000.0,30,1991-05-13,176,74,Villarreal CF,Spain Primera Division,SUB,19.0,2024.0,France,Right,3,2,Medium/High,Normal (170-185),Yes,68.0,67.0,76.0,80.0,78.0,79.0,69,64,63,82,53,80,68,41,81,81,68,68,74,81,77,75,78,75,78,72,88,80,77,80,52,78,77,81,80,9,9,8,10,15,,75,76,80,80,80,80,20,https://cdn.sofifa.net/players/189/271/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/fr.png,79,78,75,79
313,413,193061,https://sofifa.com/player/193061/roberto-pereyra/220002,R. Pereyra,Roberto Maximiliano Pereyra,"CM, LM, CF",80,80,20000000.0,23000.0,30,1991-01-07,182,77,Udinese Calcio,Italian Serie A,CM,37.0,2023.0,Argentina,Right,4,2,High/High,Lean (170-185),Yes,76.0,74.0,79.0,81.0,68.0,73.0,73,75,60,82,73,83,78,74,80,82,79,74,76,80,76,72,68,87,68,74,70,70,78,79,72,78,62,74,73,4,5,3,4,8,,77,79,80,80,78,72,15,https://cdn.sofifa.net/players/193/061/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ar.png,77,80,79,78
314,419,198141,https://sofifa.com/player/198141/marc-bartra-aregall/220002,Bartra,Marc Bartra Aregall,"CB, CDM",80,80,17500000.0,28000.0,30,1991-01-15,184,73,Real Betis Balompié,Spain Primera Division,RCB,5.0,2023.0,Spain,Right,3,3,High/Medium,Lean (170-185),Yes,71.0,61.0,72.0,73.0,80.0,74.0,57,55,78,79,43,70,66,51,79,78,71,71,71,82,71,73,88,69,74,68,77,83,61,76,52,76,79,80,81,10,15,13,12,8,,72,71,76,79,80,80,22,https://cdn.sofifa.net/players/198/141/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,79,74,70,78
315,422,199042,https://sofifa.com/player/199042/charles-aranguiz/220002,C. Aránguiz,Charles Mariano Aránguiz Sandoval,"CDM, CM",80,80,14000000.0,53000.0,32,1989-04-17,171,68,Bayer 04 Leverkusen,German 1. Bundesliga,RDM,20.0,2023.0,Chile,Right,3,3,Medium/High,Lean (170-185),Yes,65.0,71.0,80.0,77.0,76.0,72.0,77,66,53,81,68,74,75,75,83,78,68,63,79,81,86,78,61,80,64,77,84,83,68,79,75,73,80,74,74,15,7,12,8,13,,73,74,79,80,80,77,22,https://cdn.sofifa.net/players/199/042/22_120.png,https://cdn.sofifa.net/teams/32/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/cl.png,79,78,74,80
316,423,199254,https://sofifa.com/player/199254/joao-pedro-g-santos-galvao/220002,João Pedro,João Pedro Geraldino dos Santos Galvão,"CF, ST, CAM",80,80,21000000.0,46000.0,29,1992-03-09,184,73,Cagliari,Italian Serie A,LS,10.0,2023.0,Brazil,Right,4,1,High/Medium,Lean (170-185),No,72.0,78.0,77.0,81.0,41.0,74.0,69,82,73,81,72,81,80,76,74,83,74,71,72,85,74,77,82,75,74,73,69,42,81,80,69,81,30,44,28,14,16,7,11,12,,80,80,80,78,64,57,23,https://cdn.sofifa.net/players/199/254/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/br.png,60,80,79,64
317,425,201143,https://sofifa.com/player/201143/aissa-mandi/220002,A. Mandi,Aïssa Mandi,CB,80,81,19500000.0,37000.0,29,1991-10-22,184,78,Villarreal CF,Spain Primera Division,LCB,22.0,2025.0,Algeria,Right,2,1,High/Medium,Lean (170-185),Yes,66.0,46.0,74.0,70.0,81.0,74.0,73,41,81,80,49,64,67,49,78,76,67,65,73,79,64,52,80,65,78,49,76,83,67,71,35,78,80,80,81,15,16,9,10,14,,66,66,71,75,80,81,23,https://cdn.sofifa.net/players/201/143/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/dz.png,79,72,67,78
318,426,201400,https://sofifa.com/player/201400/rafael-alcantara/220002,Rafinha,Rafael Alcântara do Nascimento,"CM, CAM",80,80,21000000.0,86000.0,28,1993-02-12,174,71,Paris Saint-Germain,French Ligue 1,SUB,12.0,2023.0,Brazil,Left,4,2,High/Medium,Lean (170-185),Yes,71.0,75.0,80.0,84.0,69.0,68.0,74,71,55,85,75,86,80,61,80,84,74,68,83,77,80,80,75,66,67,79,70,70,77,83,67,82,70,74,66,11,6,15,13,7,,77,79,80,80,77,72,19,https://cdn.sofifa.net/players/201/400/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/br.png,74,80,79,76
319,427,201922,https://sofifa.com/player/201922/martin-hinteregger/220002,M. Hinteregger,Martin Hinteregger,CB,80,80,18000000.0,34000.0,28,1992-09-07,184,83,Eintracht Frankfurt,German 1. Bundesliga,LCB,13.0,2024.0,Austria,Left,2,2,Medium/Medium,Normal (170-185),Yes,70.0,70.0,67.0,61.0,81.0,81.0,53,65,83,72,64,54,58,66,80,65,65,74,63,76,63,83,86,76,83,71,81,78,68,65,61,78,79,85,82,14,14,9,13,10,,73,67,69,73,79,80,22,https://cdn.sofifa.net/players/201/922/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/at.png,77,68,65,74
320,428,202024,https://sofifa.com/player/202024/remo-freuler/220002,R. Freuler,Remo Marco Freuler,CM,80,80,20500000.0,58000.0,29,1992-04-15,180,80,Atalanta,Italian Serie A,LCM,11.0,2022.0,Switzerland,Right,4,2,Medium/Medium,Normal (170-185),No,69.0,71.0,77.0,78.0,75.0,73.0,72,68,41,81,68,78,60,70,80,81,68,69,69,83,62,73,55,87,69,75,72,79,78,79,61,83,80,79,73,12,8,9,14,13,,73,76,80,80,80,75,21,https://cdn.sofifa.net/players/202/024/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ch.png,78,79,76,80
