,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
146,183907,https://sofifa.com/player/183907/jerome-boateng/220002,J. Boateng,Jérôme Boateng,CB,83,83,23500000.0,81000.0,32,1988-09-03,190,94,66.0,Olympique Lyonnais,French Ligue 1,1.0,RES,27.0,2023.0,Germany,Right,4,2,4,Medium/Medium,Stocky (185+),Yes,72.0,50.0,73.0,67.0,84.0,79.0,69,34,83,77,52,64,53,31,83,71,63,80,55,85,52,78,74,60,87,58,83,83,47,78,46,84,84,84,84,7,12,15,6,5,,64+3,64+3,64+3,65,65,65,65,65,68+3,68+3,68+3,68+3,73+3,73+3,73+3,68+3,76+3,80+3,80+3,80+3,76+3,78+3,83,83,83,78+3,16+3,https://cdn.sofifa.net/players/183/907/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/de.png
148,184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/220002,Azpilicueta,César Azpilicueta Tanco,"CB, RWB",83,83,25000000.0,125000.0,31,1989-08-28,178,77,5.0,Chelsea,English Premier League,1.0,RWB,28.0,2022.0,Spain,Right,3,2,3,Medium/Medium,Normal (170-185),Yes,66.0,55.0,76.0,72.0,84.0,76.0,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,,66+3,66+3,66+3,70,69,69,69,70,71+3,71+3,71+3,72+3,76+3,76+3,76+3,72+3,80+3,81+2,81+2,81+2,80+3,80+3,82+1,82+1,82+1,80+3,17+3,https://cdn.sofifa.net/players/184/432/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
150,189575,https://sofifa.com/player/189575/iker-muniain-goni/220002,Muniain,Iker Muniain Goñi,"CAM, RM, LM",83,83,36500000.0,44000.0,28,1992-12-19,170,66,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,LM,10.0,2024.0,Spain,Right,3,4,2,High/Medium,Normal (170-),Yes,81.0,76.0,82.0,87.0,51.0,61.0,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38,10,5,5,13,12,,75+2,75+2,75+2,83,82,82,82,83,83,83,83,83,79+2,79+2,79+2,83,69+2,67+2,67+2,67+2,69+2,65+2,56+2,56+2,56+2,65+2,17+2,https://cdn.sofifa.net/players/189/575/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
151,190286,https://sofifa.com/player/190286/sergio-canales-madrazo/220002,Canales,Sergio Canales Madrazo,"CM, CDM, LM",83,83,34500000.0,38000.0,30,1991-02-16,176,65,449.0,Real Betis Balompié,Spain Primera Division,1.0,LM,10.0,2023.0,Spain,Left,3,4,2,High/Medium,Lean (170-185),Yes,83.0,80.0,85.0,82.0,67.0,71.0,81,79,50,84,67,82,85,84,87,83,85,82,83,83,79,78,38,80,71,84,68,77,85,89,80,80,64,71,58,15,12,16,13,12,,78+2,78+2,78+2,83,82,82,82,83,84-1,84-1,84-1,83,83,83,83,83,77+2,77+2,77+2,77+2,77+2,74+2,68+2,68+2,68+2,74+2,21+2,https://cdn.sofifa.net/players/190/286/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
153,191043,https://sofifa.com/player/191043/alex-sandro-lobo-silva/220002,Alex Sandro,Alex Sandro Lobo Silva,"LB, LM",83,83,31500000.0,95000.0,30,1991-01-26,180,80,45.0,Juventus,Italian Serie A,1.0,LB,12.0,2023.0,Brazil,Left,3,3,3,High/Medium,Unique,Yes,81.0,65.0,77.0,79.0,78.0,79.0,84,55,76,81,68,79,78,59,71,80,78,83,78,80,77,78,79,83,77,72,80,76,70,70,60,80,76,80,80,7,7,9,12,5,,73+3,73+3,73+3,76,75,75,75,76,75+3,75+3,75+3,77+3,76+3,76+3,76+3,77+3,80+3,78+3,78+3,78+3,80+3,80+3,78+3,78+3,78+3,80+3,16+3,https://cdn.sofifa.net/players/191/043/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/br.png
155,192774,https://sofifa.com/player/192774/kostas-manolas/220002,K. Manolas,Konstantinos Manolas,CB,83,83,30000000.0,80000.0,30,1991-06-14,189,83,48.0,Napoli,Italian Serie A,1.0,RCB,44.0,2024.0,Greece,Right,2,2,3,Low/Medium,Normal (185+),Yes,81.0,25.0,44.0,62.0,85.0,81.0,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87,8,6,8,15,12,,52+3,52+3,52+3,51,50,50,50,51,51+3,51+3,51+3,54+3,57+3,57+3,57+3,54+3,71+3,74+3,74+3,74+3,71+3,75+3,83,83,83,75+3,18+3,https://cdn.sofifa.net/players/192/774/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/gr.png
156,192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/220002,H. Mkhitaryan,Henrikh Mkhitaryan,"CF, RM, RW",83,83,29500000.0,82000.0,32,1989-01-21,177,75,52.0,Roma,Italian Serie A,1.0,LM,77.0,2022.0,Armenia,Right,5,4,3,Medium/Medium,Normal (170-185),Yes,85.0,80.0,79.0,83.0,56.0,74.0,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82,51,53,55,5,11,14,5,7,,80+3,80+3,80+3,83,83,83,83,83,83,83,83,82+1,79+3,79+3,79+3,82+1,73+3,70+3,70+3,70+3,73+3,70+3,63+3,63+3,63+3,70+3,16+3,https://cdn.sofifa.net/players/192/883/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/am.png
157,193082,https://sofifa.com/player/193082/juan-cuadrado/220002,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RB, RM",83,83,19000000.0,95000.0,33,1988-05-26,179,72,45.0,Juventus,Italian Serie A,1.0,RM,11.0,2022.0,Colombia,Right,3,5,3,High/Medium,Lean (170-185),Yes,90.0,75.0,77.0,87.0,76.0,72.0,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83,5,5,13,6,9,,78+3,78+3,78+3,83,81,81,81,83,81+2,81+2,81+2,82+1,78+3,78+3,78+3,82+1,81+2,77+3,77+3,77+3,81+2,81+2,76+3,76+3,76+3,81+2,15+3,https://cdn.sofifa.net/players/193/082/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/co.png
158,197061,https://sofifa.com/player/197061/joel-matip/220002,J. Matip,Joël Andre Job Matip,CB,83,83,30500000.0,130000.0,29,1991-08-08,194,90,9.0,Liverpool,English Premier League,1.0,RCB,32.0,2024.0,Cameroon,Right,2,2,2,Medium/Medium,Lean (185+),Yes,58.0,46.0,68.0,68.0,85.0,78.0,54,36,84,77,50,69,63,22,74,72,50,65,51,84,42,66,75,69,81,48,84,86,48,72,42,80,86,86,81,11,15,10,7,10,,62+2,62+2,62+2,62,64,64,64,62,66+2,66+2,66+2,65+2,72+2,72+2,72+2,65+2,74+2,80+2,80+2,80+2,74+2,76+2,83,83,83,76+2,19+2,https://cdn.sofifa.net/players/197/061/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/cm.png
160,199845,https://sofifa.com/player/199845/francesco-acerbi/220002,F. Acerbi,Francesco Acerbi,CB,83,83,17500000.0,75000.0,33,1988-02-10,192,88,46.0,Lazio,Italian Serie A,1.0,LCB,33.0,2023.0,Italy,Left,3,3,3,Medium/High,Normal (185+),No,63.0,50.0,62.0,64.0,86.0,83.0,25,37,82,75,39,65,62,56,79,72,64,62,32,85,35,75,70,87,85,60,77,86,20,65,72,85,87,87,85,11,9,9,13,11,,60+3,60+3,60+3,56,60,60,60,56,62+3,62+3,62+3,61+3,71+3,71+3,71+3,61+3,73+3,81+2,81+2,81+2,73+3,76+3,83,83,83,76+3,19+3,https://cdn.sofifa.net/players/199/845/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
161,199914,https://sofifa.com/player/199914/allan-marques-loureiro/220002,Allan,Allan Marques Loureiro,"CDM, CM",83,83,30500000.0,100000.0,30,1991-01-08,175,74,7.0,Everton,English Premier League,1.0,LDM,6.0,2023.0,Brazil,Right,3,4,2,Medium/High,Normal (170-185),Yes,72.0,71.0,77.0,82.0,80.0,79.0,72,73,56,83,56,81,68,49,80,82,77,68,78,84,86,73,64,92,70,69,89,78,77,77,53,85,82,87,82,13,13,5,5,8,,74+2,74+2,74+2,78,78,78,78,78,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,81+2,82+1,82+1,82+1,81+2,80+2,78+2,78+2,78+2,80+2,18+2,https://cdn.sofifa.net/players/199/914/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png
162,200610,https://sofifa.com/player/200610/kevin-volland/220002,K. Volland,Kevin Volland,"ST, CF",83,83,37000000.0,83000.0,28,1992-07-30,179,85,69.0,AS Monaco,French Ligue 1,1.0,RF,31.0,2024.0,Germany,Left,4,3,2,High/High,Stocky (170-185),Yes,73.0,85.0,79.0,80.0,42.0,86.0,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,8,7,9,7,12,,83,83,83,81,82,82,82,81,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2,65+2,65+2,65+2,65+2,65+2,61+2,58+2,58+2,58+2,61+2,17+2,https://cdn.sofifa.net/players/200/610/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/de.png
163,201153,https://sofifa.com/player/201153/alvaro-borja-morata-martin/220002,Morata,Álvaro Borja Morata Martín,ST,83,83,37000000.0,84000.0,28,1992-10-23,190,84,45.0,Juventus,Italian Serie A,1.0,ST,9.0,2022.0,Spain,Right,4,3,3,Medium/Medium,Unique,Yes,82.0,80.0,72.0,81.0,31.0,77.0,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5,,83,83,83,81,82,82,82,81,80+3,80+3,80+3,79+3,71+3,71+3,71+3,79+3,58+3,55+3,55+3,55+3,58+3,54+3,50+3,50+3,50+3,54+3,13+3,https://cdn.sofifa.net/players/201/153/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/es.png
164,201399,https://sofifa.com/player/201399/mauro-icardi/220002,M. Icardi,Mauro Emanuel Icardi Rivero,ST,83,83,37000000.0,120000.0,28,1993-02-19,181,75,73.0,Paris Saint-Germain,French Ligue 1,1.0,SUB,9.0,2024.0,Argentina,Right,4,3,3,Medium/Medium,Unique,Yes,69.0,83.0,65.0,77.0,36.0,69.0,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20,13,9,5,7,9,,82+1,82+1,82+1,75,80,80,80,75,77+3,77+3,77+3,73+3,69+3,69+3,69+3,73+3,53+3,54+3,54+3,54+3,53+3,51+3,50+3,50+3,50+3,51+3,17+3,https://cdn.sofifa.net/players/201/399/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ar.png
165,202884,https://sofifa.com/player/202884/leonardo-spinazzola/220002,L. Spinazzola,Leonardo Spinazzola,"LWB, LB, LM",83,83,33000000.0,72000.0,28,1993-03-25,186,75,52.0,Roma,Italian Serie A,1.0,RES,37.0,2024.0,Italy,Right,4,4,3,High/Medium,Lean (185+),Yes,92.0,64.0,73.0,80.0,78.0,71.0,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69,82,77,75,11,13,12,15,14,,74+3,74+3,74+3,79,77,77,77,79,77+3,77+3,77+3,80+3,76+3,76+3,76+3,80+3,81+2,77+3,77+3,77+3,81+2,81+2,76+3,76+3,76+3,81+2,21+3,https://cdn.sofifa.net/players/202/884/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
166,203574,https://sofifa.com/player/203574/john-stones/220002,J. Stones,John Stones,CB,83,86,41000000.0,140000.0,27,1994-05-28,188,76,10.0,Manchester City,English Premier League,1.0,SUB,5.0,2026.0,England,Right,4,3,2,High/Medium,Lean (185+),Yes,70.0,51.0,71.0,74.0,84.0,78.0,62,52,84,83,44,72,52,37,75,83,67,73,61,82,59,55,83,77,78,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8,,67+2,67+2,67+2,68,68,68,68,68,70+2,70+2,70+2,71+2,75+2,75+2,75+2,71+2,78+2,81+2,81+2,81+2,78+2,79+2,83+2,83+2,83+2,79+2,18+2,https://cdn.sofifa.net/players/203/574/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
168,204838,https://sofifa.com/player/204838/raul-jimenez/220002,R. Jiménez,Raúl Alonso Jiménez Rodríguez,ST,83,83,35500000.0,120000.0,30,1991-05-05,188,81,110.0,Wolverhampton Wanderers,English Premier League,1.0,ST,9.0,2024.0,Mexico,Right,4,3,3,High/High,Normal (185+),Yes,72.0,82.0,76.0,81.0,47.0,82.0,73,84,85,81,82,84,75,51,75,82,63,80,75,82,65,84,74,82,84,74,81,53,84,78,92,81,45,38,30,7,11,13,14,10,,82+1,82+1,82+1,80,81,81,81,80,80+3,80+3,80+3,79+3,77+3,77+3,77+3,79+3,65+3,66+3,66+3,66+3,65+3,62+3,60+3,60+3,60+3,62+3,18+3,https://cdn.sofifa.net/players/204/838/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/mx.png
170,205452,https://sofifa.com/player/205452/antonio-rudiger/220002,A. Rüdiger,Antonio Rüdiger,CB,83,84,34500000.0,130000.0,28,1993-03-03,190,85,5.0,Chelsea,English Premier League,1.0,LCB,2.0,2022.0,Germany,Right,3,2,2,Medium/High,Lean (185+),Yes,75.0,43.0,68.0,64.0,84.0,84.0,68,32,81,76,34,60,35,56,73,69,64,84,56,82,50,72,84,69,88,44,92,81,39,59,40,72,85,86,82,14,15,10,12,8,,61+2,61+2,61+2,61,61,61,61,61,62+2,62+2,62+2,65+2,68+2,68+2,68+2,65+2,76+2,79+2,79+2,79+2,76+2,78+2,83+1,83+1,83+1,78+2,20+2,https://cdn.sofifa.net/players/205/452/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/de.png
171,205632,https://sofifa.com/player/205632/lucas-ocampos/220002,L. Ocampos,Lucas Ariel Ocampos,"LW, RW",83,83,39500000.0,46000.0,26,1994-07-11,188,84,481.0,Sevilla FC,Spain Primera Division,1.0,LW,5.0,2024.0,Argentina,Right,3,4,2,High/High,Normal (185+),No,81.0,84.0,78.0,83.0,63.0,84.0,79,86,77,80,81,85,80,65,72,84,80,82,79,85,61,84,80,91,81,80,82,72,84,79,79,82,58,61,55,11,8,15,12,7,,83,83,83,83,83,83,83,83,82+1,82+1,82+1,82+1,80+2,80+2,80+2,82+1,75+2,74+2,74+2,74+2,75+2,73+2,71+2,71+2,71+2,73+2,18+2,https://cdn.sofifa.net/players/205/632/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
172,207410,https://sofifa.com/player/207410/mateo-kovacic/220002,M. Kovačić,Mateo Kovačić,"CM, CDM",83,84,41500000.0,135000.0,27,1994-05-06,176,80,5.0,Chelsea,English Premier League,1.0,SUB,8.0,2024.0,Croatia,Right,4,4,3,High/High,Normal (170-185),Yes,70.0,69.0,83.0,88.0,69.0,70.0,73,61,42,90,76,89,79,70,82,89,77,65,87,81,84,79,75,79,63,75,77,74,72,84,59,81,70,73,66,9,5,6,7,7,,72+3,72+3,72+3,80,79,79,79,80,82+2,82+2,82+2,80+3,83+1,83+1,83+1,80+3,77+3,79+3,79+3,79+3,77+3,74+3,70+3,70+3,70+3,74+3,15+3,https://cdn.sofifa.net/players/207/410/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/hr.png
173,209989,https://sofifa.com/player/209989/thomas-partey/220002,T. Partey,Thomas Partey,"CM, CDM",83,83,36500000.0,115000.0,28,1993-06-13,185,77,1.0,Arsenal,English Premier League,1.0,RDM,5.0,2024.0,Ghana,Right,3,3,2,Medium/High,Normal (185+),Yes,69.0,71.0,82.0,81.0,80.0,84.0,74,66,68,87,56,84,69,70,85,83,63,74,75,82,50,86,83,83,84,78,84,81,70,85,49,86,80,84,80,11,13,9,9,7,,75+2,75+2,75+2,78,78,78,78,78,80+2,80+2,80+2,79+2,83,83,83,79+2,80+2,83,83,83,80+2,79+2,81+2,81+2,81+2,79+2,18+2,https://cdn.sofifa.net/players/209/989/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gh.png
174,211688,https://sofifa.com/player/211688/jose-luis-gaya-pena/220002,Gayà,José Luís Gayà Peña,"LB, LWB, LM",83,86,43500000.0,48000.0,26,1995-05-25,172,66,461.0,Valencia CF,Spain Primera Division,1.0,LB,14.0,2023.0,Spain,Left,3,4,3,High/Medium,Lean (170-185),Yes,83.0,61.0,77.0,80.0,79.0,73.0,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84,13,10,9,12,9,,71+3,71+3,71+3,78,76,76,76,78,77+3,77+3,77+3,79+3,78+3,78+3,78+3,79+3,82+3,80+3,80+3,80+3,82+3,81+3,76+3,76+3,76+3,81+3,19+3,https://cdn.sofifa.net/players/211/688/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
175,213565,https://sofifa.com/player/213565/thomas-lemar/220002,T. Lemar,Thomas Lemar,"LM, CM, RM",83,86,48000000.0,71000.0,25,1995-11-12,171,66,240.0,Atlético de Madrid,Spain Primera Division,1.0,LCM,11.0,2023.0,France,Left,3,4,3,High/Medium,Lean (170-185),Yes,82.0,76.0,82.0,86.0,59.0,63.0,83,75,54,83,76,88,85,81,76,86,84,80,88,81,82,79,69,76,55,77,63,66,80,83,68,79,55,59,63,11,15,13,7,14,,77+3,77+3,77+3,83,82,82,82,83,83+3,83+3,83+3,82+3,80+3,80+3,80+3,82+3,74+3,71+3,71+3,71+3,74+3,71+3,63+3,63+3,63+3,71+3,19+3,https://cdn.sofifa.net/players/213/565/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/fr.png
176,213648,https://sofifa.com/player/213648/pierre-emile-hojbjerg/220002,P. Højbjerg,Pierre-Emile Kordt Højbjerg,"CDM, CM",83,86,43500000.0,105000.0,25,1995-08-05,185,84,18.0,Tottenham Hotspur,English Premier League,1.0,RCM,5.0,2025.0,Denmark,Right,4,3,2,Medium/High,Normal (185+),Yes,60.0,71.0,76.0,76.0,81.0,82.0,66,65,65,83,60,76,70,74,80,80,58,61,65,82,64,84,65,88,78,79,87,82,65,73,51,82,84,84,72,9,7,12,11,11,,72+2,72+2,72+2,72,74,74,74,72,75+2,75+2,75+2,74+2,79+2,79+2,79+2,74+2,77+2,82+2,82+2,82+2,77+2,77+2,79+2,79+2,79+2,77+2,18+2,https://cdn.sofifa.net/players/213/648/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/dk.png
177,214997,https://sofifa.com/player/214997/angel-correa/220002,Á. Correa,Ángel Martín Correa,"ST, RM",83,86,48000000.0,80000.0,26,1995-03-09,171,70,240.0,Atlético de Madrid,Spain Primera Division,1.0,SUB,10.0,2024.0,Argentina,Right,4,4,2,High/Medium,Normal (170-185),Yes,85.0,83.0,78.0,87.0,49.0,74.0,75,85,69,82,80,88,82,65,66,87,86,85,90,84,87,83,49,82,71,86,79,48,84,84,55,76,42,53,44,13,10,9,8,16,,83+2,83+2,83+2,85,85,85,85,85,84+2,84+2,84+2,83+2,79+2,79+2,79+2,83+2,69+2,67+2,67+2,67+2,69+2,66+2,60+2,60+2,60+2,66+2,20+2,https://cdn.sofifa.net/players/214/997/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
178,215333,https://sofifa.com/player/215333/duvan-zapata/220002,D. Zapata,Duván Esteban Zapata Banguera,ST,83,83,35500000.0,77000.0,30,1991-04-01,189,88,39.0,Atalanta,Italian Serie A,1.0,ST,91.0,2023.0,Colombia,Right,4,3,2,High/Medium,Normal (185+),Yes,80.0,81.0,61.0,78.0,35.0,84.0,44,88,83,74,79,79,55,62,47,82,78,81,67,82,58,86,80,75,93,64,72,20,86,66,70,82,44,24,22,9,9,8,6,8,,83,83,83,76,80,80,80,76,76+2,76+2,76+2,74+2,67+2,67+2,67+2,74+2,54+2,54+2,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,16+2,https://cdn.sofifa.net/players/215/333/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/co.png
179,216354,https://sofifa.com/player/216354/andrej-kramaric/220002,A. Kramarić,Andrej Kramarić,"ST, CAM",83,83,35500000.0,59000.0,30,1991-06-19,177,73,10029.0,TSG Hoffenheim,German 1. Bundesliga,1.0,CAM,27.0,2022.0,Croatia,Right,4,4,3,Medium/Medium,Normal (170-185),Yes,71.0,86.0,76.0,86.0,30.0,71.0,76,87,69,81,85,87,79,78,63,86,76,67,84,84,86,84,72,76,68,85,73,21,86,74,91,83,35,20,26,8,14,14,7,15,,82+1,82+1,82+1,82,83,83,83,82,82+1,82+1,82+1,80+3,73+3,73+3,73+3,80+3,58+3,56+3,56+3,56+3,58+3,54+3,48+3,48+3,48+3,54+3,19+3,https://cdn.sofifa.net/players/216/354/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/hr.png
180,220651,https://sofifa.com/player/220651/jose-angel-esmoris-tasende/220002,Angeliño,José Ángel Esmoris Tasende,"LWB, LM",83,86,46000000.0,77000.0,24,1997-01-04,175,69,112172.0,RB Leipzig,German 1. Bundesliga,1.0,LB,3.0,2025.0,Spain,Left,3,4,2,High/High,Normal (170-185),Yes,78.0,71.0,82.0,84.0,76.0,70.0,88,70,65,81,63,84,83,76,81,84,85,73,83,82,85,80,73,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,,76+2,76+2,76+2,81,79,79,79,81,80+2,80+2,80+2,82+2,80+2,80+2,80+2,82+2,81+2,79+2,79+2,79+2,81+2,80+2,75+2,75+2,75+2,80+2,19+2,https://cdn.sofifa.net/players/220/651/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/es.png
181,220814,https://sofifa.com/player/220814/lucas-hernandez/220002,L. Hernández,Lucas François Bernard Hernández Pi,"LB, CB",83,86,44500000.0,85000.0,25,1996-02-14,184,79,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,21.0,2024.0,France,Left,3,2,3,Low/High,Unique,Yes,77.0,54.0,68.0,71.0,84.0,79.0,78,53,82,74,46,65,59,39,63,76,77,77,70,85,68,62,86,76,77,51,88,83,62,63,42,76,85,85,86,10,7,8,14,10,,68+3,68+3,68+3,69,68,68,68,69,68+3,68+3,68+3,71+3,71+3,71+3,71+3,71+3,80+3,79+3,79+3,79+3,80+3,81+3,83+3,83+3,83+3,81+3,18+3,https://cdn.sofifa.net/players/220/814/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png
182,220834,https://sofifa.com/player/220834/marco-asensio-willemsen/220002,Marco Asensio,Marco Asensio Willemsen,"RW, LW",83,86,48000000.0,190000.0,25,1996-01-21,182,76,243.0,Real Madrid CF,Spain Primera Division,1.0,SUB,11.0,2023.0,Spain,Left,3,4,3,High/Medium,Normal (170-185),Yes,82.0,80.0,81.0,83.0,43.0,62.0,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,81+3,77+3,77+3,77+3,81+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,18+3,https://cdn.sofifa.net/players/220/834/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
183,223689,https://sofifa.com/player/223689/wout-weghorst/220002,W. Weghorst,Wout Weghorst,ST,83,83,37000000.0,95000.0,28,1992-08-07,197,84,175.0,VfL Wolfsburg,German 1. Bundesliga,1.0,ST,9.0,2023.0,Netherlands,Right,3,2,2,High/High,Normal (185+),No,63.0,83.0,59.0,70.0,52.0,86.0,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12,,82+1,82+1,82+1,72,77,77,77,72,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,59+2,63+2,63+2,63+2,59+2,58+2,64+2,64+2,64+2,58+2,20+2,https://cdn.sofifa.net/players/223/689/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/nl.png
