,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
1531,186569,https://sofifa.com/player/186569/sven-ulreich/220002,S. Ulreich,Sven Ulreich,GK,75,75,2800000.0,41000.0,32,1988-08-03,192,87,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,26.0,2022.0,Germany,Right,2,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,14,12,8,35,13,13,12,15,30,22,41,40,36,75,39,47,66,29,63,11,25,14,8,42,22,45,16,18,14,76,69,62,75,79,41.0,27+2,27+2,27+2,26,28,28,28,26,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,74+1,https://cdn.sofifa.net/players/186/569/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
1541,189296,https://sofifa.com/player/189296/etrit-berisha/220002,E. Berisha,Etrit Berisha,GK,75,75,2800000.0,28000.0,32,1989-03-10,194,92,54.0,Torino F.C.,Italian Serie A,1.0,SUB,1.0,2024.0,Albania,Left,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,11,13,12,20,11,12,13,12,26,20,28,28,33,73,30,50,57,39,64,15,30,22,12,42,22,59,20,10,11,74,74,66,74,76,28.0,26+2,26+2,26+2,23,26,26,26,23,25+2,25+2,25+2,24+2,27+2,27+2,27+2,24+2,24+2,27+2,27+2,27+2,24+2,23+2,26+2,26+2,26+2,23+2,74+1,https://cdn.sofifa.net/players/189/296/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/al.png
1542,189324,https://sofifa.com/player/189324/alex-mccarthy/220002,A. McCarthy,Alex McCarthy,GK,75,75,3000000.0,34000.0,31,1989-12-03,193,79,17.0,Southampton,English Premier League,1.0,GK,1.0,2022.0,England,Right,2,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,11,17,16,33,12,17,15,18,35,17,58,56,35,71,43,46,68,35,63,14,35,22,16,50,41,61,13,13,12,74,74,61,75,80,57.0,30+2,30+2,30+2,29,31,31,31,29,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,27+2,30+2,30+2,30+2,27+2,27+2,27+2,27+2,27+2,27+2,74+1,https://cdn.sofifa.net/players/189/324/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
1547,189908,https://sofifa.com/player/189908/lukasz-skorupski/220002,Ł. Skorupski,Łukasz Skorupski,GK,75,76,4200000.0,22000.0,30,1991-05-05,187,84,189.0,Bologna,Italian Serie A,1.0,GK,28.0,2023.0,Poland,Right,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,18,12,12,78,72,54,74,81,51.0,28+2,28+2,28+2,28,28,28,28,28,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,74+2,https://cdn.sofifa.net/players/189/908/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/pl.png
1556,190778,https://sofifa.com/player/190778/jeroen-zoet/220002,J. Zoet,Jeroen Zoet,GK,75,75,3700000.0,13000.0,30,1991-01-06,189,88,110741.0,Spezia,Italian Serie A,1.0,GK,1.0,2022.0,Netherlands,Right,4,1,2,Medium/Medium,Normal (185+),No,,,,,,,17,12,19,37,19,15,13,20,37,34,55,45,54,70,42,56,57,40,67,17,18,21,11,57,27,61,25,18,16,74,74,75,75,77,51.0,32+2,32+2,32+2,31,33,33,33,31,35+2,35+2,35+2,33+2,36+2,36+2,36+2,33+2,31+2,34+2,34+2,34+2,31+2,31+2,30+2,30+2,30+2,31+2,74+1,https://cdn.sofifa.net/players/190/778/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/nl.png
1618,203775,https://sofifa.com/player/203775/loris-karius/220002,L. Karius,Loris Karius,GK,75,78,5000000.0,61000.0,28,1993-06-22,189,87,9.0,Liverpool,English Premier League,1.0,RES,22.0,2022.0,Germany,Right,3,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,14,18,14,38,14,16,12,14,41,23,55,54,51,72,43,56,74,36,64,16,21,13,8,50,19,60,9,11,13,80,68,75,72,79,55.0,31+2,31+2,31+2,30,32,32,32,30,33+2,33+2,33+2,32+2,33+2,33+2,33+2,32+2,27+2,29+2,29+2,29+2,27+2,27+2,25+2,25+2,25+2,27+2,74+2,https://cdn.sofifa.net/players/203/775/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/de.png
1646,207935,https://sofifa.com/player/207935/matias-dituro/220002,M. Dituro,Matías Ezequiel Dituro,GK,75,75,950000.0,16000.0,34,1987-05-08,191,86,450.0,RC Celta de Vigo,Spain Primera Division,1.0,GK,1.0,2024.0,Argentina,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,13,12,12,32,19,17,12,17,25,19,32,48,31,74,32,56,56,42,72,16,20,21,19,65,20,68,18,12,18,72,72,75,77,77,38.0,30+2,30+2,30+2,28,31,31,31,28,32+2,32+2,32+2,30+2,33+2,33+2,33+2,30+2,28+2,30+2,30+2,30+2,28+2,27+2,28+2,28+2,28+2,27+2,74+1,https://cdn.sofifa.net/players/207/935/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
1664,211101,https://sofifa.com/player/211101/ruben-blanco-veiga/220002,Rubén Blanco,Rubén Blanco Veiga,GK,75,79,6000000.0,15000.0,25,1995-07-25,189,80,450.0,RC Celta de Vigo,Spain Primera Division,1.0,SUB,13.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,55,62,44,35,15,22,22,11,37,22,57,25,11,11,79,75,73,73,74,53.0,28+2,28+2,28+2,28,28,28,28,28,29+2,29+2,29+2,29+2,28+2,28+2,28+2,29+2,29+2,27+2,27+2,27+2,29+2,28+2,24+2,24+2,24+2,28+2,74+2,https://cdn.sofifa.net/players/211/101/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
1667,211348,https://sofifa.com/player/211348/stole-dimitrievski/220002,S. Dimitrievski,Stole Dimitrievski,GK,75,79,6000000.0,14000.0,27,1993-12-25,188,84,480.0,Rayo Vallecano,Spain Primera Division,1.0,GK,13.0,2024.0,North Macedonia,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,20,14,23,15,18,17,17,27,19,35,38,44,62,43,54,60,40,72,17,17,21,15,51,21,53,19,19,17,74,76,72,76,76,36.0,29+2,29+2,29+2,26,29,29,29,26,29+2,29+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,74+2,https://cdn.sofifa.net/players/211/348/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/mk.png
1671,211738,https://sofifa.com/player/211738/mark-flekken/220002,M. Flekken,Mark Flekken,GK,75,77,4800000.0,20000.0,28,1993-06-13,195,87,25.0,Sport-Club Freiburg,German 1. Bundesliga,1.0,GK,26.0,2022.0,Netherlands,Right,4,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,14,16,11,27,14,12,19,12,28,34,28,36,34,73,38,56,54,28,72,11,32,12,14,35,23,24,15,13,20,76,69,75,73,77,31.0,30+2,30+2,30+2,26,29,29,29,26,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,25+2,28+2,28+2,28+2,25+2,25+2,27+2,27+2,27+2,25+2,74+2,https://cdn.sofifa.net/players/211/738/22_120.png,https://cdn.sofifa.net/teams/25/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/nl.png
1734,220604,https://sofifa.com/player/220604/jaume-domenech-sanchez/220002,Jaume,Jaume Doménech Sánchez,GK,75,75,3700000.0,22000.0,30,1990-11-05,185,73,461.0,Valencia CF,Spain Primera Division,1.0,SUB,1.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,30,11,16,57,18,13,25,13,55,32,58,58,60,72,59,56,72,40,68,12,21,25,16,43,25,56,20,12,22,73,77,74,71,75,58.0,33+2,33+2,33+2,34,34,34,34,34,38+2,38+2,38+2,38+2,39+2,39+2,39+2,38+2,36+2,37+2,37+2,37+2,36+2,34+2,31+2,31+2,31+2,34+2,74+1,https://cdn.sofifa.net/players/220/604/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
1765,223885,https://sofifa.com/player/223885/alexander-nubel/220002,A. Nübel,Alexander Nübel,GK,75,80,7000000.0,34000.0,24,1996-09-30,193,88,69.0,AS Monaco,French Ligue 1,1.0,GK,16.0,2023.0,Germany,Right,5,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,15,18,13,29,13,18,20,20,18,20,49,46,34,70,58,53,61,39,70,18,23,20,10,22,16,32,23,14,13,75,65,71,76,85,48.0,30+2,30+2,30+2,26,28,28,28,26,26+2,26+2,26+2,27+2,26+2,26+2,26+2,27+2,28+2,27+2,27+2,27+2,28+2,27+2,28+2,28+2,28+2,27+2,74+2,https://cdn.sofifa.net/players/223/885/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/de.png
1867,234102,https://sofifa.com/player/234102/ionut-andrei-radu/220002,I. Radu,Ionuț Andrei Radu,GK,75,80,7000000.0,43000.0,24,1997-05-28,188,78,44.0,Inter,Italian Serie A,1.0,RES,97.0,2024.0,Romania,Right,2,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,13,18,16,24,16,15,16,15,26,17,42,38,43,65,40,54,59,32,58,17,22,14,9,37,15,56,12,19,15,79,69,72,75,80,40.0,28+2,28+2,28+2,25,26,26,26,25,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,24+2,25+2,25+2,25+2,24+2,24+2,25+2,25+2,25+2,24+2,74+2,https://cdn.sofifa.net/players/234/102/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ro.png
1966,262621,https://sofifa.com/player/262621/giorgi-mamardashvili/220002,G. Mamardashvili,Giorgi Mamardashvili,GK,75,83,10500000.0,14000.0,20,2000-09-29,199,88,461.0,Valencia CF,Spain Primera Division,1.0,GK,28.0,2022.0,Georgia,Left,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,9,14,15,7,11,11,10,15,22,44,45,35,53,26,53,50,45,74,7,25,8,8,34,11,26,5,12,10,76,77,71,76,79,44.0,25+2,25+2,25+2,22,23,23,23,22,22+2,22+2,22+2,24+2,22+2,22+2,22+2,24+2,22+2,21+2,21+2,21+2,22+2,22+2,22+2,22+2,22+2,22+2,74+2,https://cdn.sofifa.net/players/262/621/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ge.png
1978,170084,https://sofifa.com/player/170084/wayne-hennessey/220002,W. Hennessey,Wayne Robert Hennessey,GK,74,74,725000.0,22000.0,34,1987-01-24,198,90,1796.0,Burnley,English Premier League,1.0,SUB,13.0,2023.0,Wales,Right,3,1,2,Medium/Medium,Lean (185+),Yes,,,,,,,11,12,14,29,10,8,12,11,41,23,40,41,48,66,51,58,41,29,68,10,21,22,14,58,17,55,13,18,13,76,74,77,74,71,40.0,28+2,28+2,28+2,26,29,29,29,26,30+2,30+2,30+2,28+2,32+2,32+2,32+2,28+2,25+2,30+2,30+2,30+2,25+2,25+2,26+2,26+2,26+2,25+2,73+1,https://cdn.sofifa.net/players/170/084/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-wls.png
1992,183141,https://sofifa.com/player/183141/oier-olazabal-paredes/220002,Oier,Oier Olazábal Paredes,GK,74,74,2200000.0,12000.0,31,1989-09-14,190,86,452.0,RCD Espanyol de Barcelona,Spain Primera Division,1.0,SUB,1.0,2022.0,Spain,Left,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,23,14,15,34,12,20,24,15,36,20,48,45,46,69,40,54,66,42,68,15,28,20,13,47,25,55,15,18,16,73,73,72,74,73,47.0,30+2,30+2,30+2,29,30,30,30,29,31+2,31+2,31+2,32+2,32+2,32+2,32+2,32+2,30+2,31+2,31+2,31+2,30+2,29+2,28+2,28+2,28+2,29+2,73+1,https://cdn.sofifa.net/players/183/141/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
2046,194911,https://sofifa.com/player/194911/adrian-san-miguel-castillo/220002,Adrián,Adrián San Miguel del Castillo,GK,74,74,725000.0,53000.0,34,1987-01-03,190,80,9.0,Liverpool,English Premier League,1.0,RES,13.0,2023.0,Spain,Right,2,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,12,16,15,21,12,15,12,17,32,23,46,44,53,71,48,51,69,38,63,20,38,25,12,32,44,59,18,19,14,77,70,68,72,77,45.0,29+2,29+2,29+2,26,28,28,28,26,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,73+1,https://cdn.sofifa.net/players/194/911/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
2060,199339,https://sofifa.com/player/199339/manuel-riemann/220002,M. Riemann,Manuel Riemann,GK,74,74,2100000.0,16000.0,32,1988-09-09,186,83,160.0,VfL Bochum 1848,German 1. Bundesliga,1.0,GK,1.0,2023.0,Germany,Right,5,1,1,Medium/Medium,Normal (185+),No,,,,,,,17,12,15,59,13,30,15,14,65,47,57,45,49,71,64,54,70,43,65,18,38,30,13,69,34,67,30,14,19,73,71,72,72,76,52.0,35+2,35+2,35+2,39,40,40,40,39,46+2,46+2,46+2,42+2,48+2,48+2,48+2,42+2,37+2,44+2,44+2,44+2,37+2,35+2,34+2,34+2,34+2,35+2,73+1,https://cdn.sofifa.net/players/199/339/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
2065,199909,https://sofifa.com/player/199909/pavao-pervan/220002,P. Pervan,Pavao Pervan,GK,74,74,1400000.0,33000.0,33,1987-11-13,194,92,175.0,VfL Wolfsburg,German 1. Bundesliga,1.0,SUB,12.0,2022.0,Austria,Right,4,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,9,15,22,8,14,15,14,31,15,32,27,36,70,33,52,44,23,54,15,28,15,5,34,14,30,16,21,19,72,74,69,72,75,30.0,24+2,24+2,24+2,22,23,23,23,22,23+2,23+2,23+2,23+2,25+2,25+2,25+2,23+2,24+2,26+2,26+2,26+2,24+2,24+2,26+2,26+2,26+2,24+2,73+1,https://cdn.sofifa.net/players/199/909/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/at.png
2072,201269,https://sofifa.com/player/201269/frederik-ronnow/220002,F. Rønnow,Frederik Riis Rønnow,GK,74,74,3000000.0,20000.0,28,1992-08-04,190,80,1831.0,1. FC Union Berlin,German 1. Bundesliga,1.0,SUB,19.0,2025.0,Denmark,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,9,12,25,7,13,16,7,30,12,48,45,34,74,40,50,63,32,67,13,17,12,14,48,17,31,15,11,13,76,70,67,72,77,47.0,27+2,27+2,27+2,25,27,27,27,25,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,24+2,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,24+2,73+1,https://cdn.sofifa.net/players/201/269/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/dk.png
2111,207998,https://sofifa.com/player/207998/danny-ward/220002,D. Ward,Danny Ward,GK,74,74,3000000.0,53000.0,28,1993-06-22,191,88,95.0,Leicester City,English Premier League,1.0,SUB,12.0,2022.0,Wales,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,8,20,18,75,72,66,73,75,45.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,73+1,https://cdn.sofifa.net/players/207/998/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-wls.png
2153,215363,https://sofifa.com/player/215363/lorenzo-montipo/220002,L. Montipò,Lorenzo Montipò,GK,74,80,5000000.0,11000.0,25,1996-02-20,191,82,206.0,Hellas Verona,Italian Serie A,1.0,GK,96.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,15,20,17,17,18,19,17,15,16,20,40,42,46,71,49,53,54,35,55,14,24,18,15,40,29,50,10,19,11,74,71,70,72,76,41.0,30+2,30+2,30+2,27,29,29,29,27,27+2,27+2,27+2,27+2,26+2,26+2,26+2,27+2,25+2,24+2,24+2,24+2,25+2,25+2,25+2,25+2,25+2,25+2,73+2,https://cdn.sofifa.net/players/215/363/22_120.png,https://cdn.sofifa.net/teams/206/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
2182,220901,https://sofifa.com/player/220901/david-raya-martin/220002,David Raya,David Raya Martin,GK,74,78,4600000.0,27000.0,25,1995-09-15,183,75,1925.0,Brentford,English Premier League,1.0,GK,1.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,12,19,20,40,20,17,18,15,30,40,58,46,70,72,45,57,70,29,38,14,29,11,15,64,26,46,28,14,13,73,73,76,70,74,53.0,33+2,33+2,33+2,35,37,37,37,35,39+2,39+2,39+2,35+2,36+2,36+2,36+2,35+2,29+2,31+2,31+2,31+2,29+2,29+2,27+2,27+2,27+2,29+2,73+2,https://cdn.sofifa.net/players/220/901/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
2191,222514,https://sofifa.com/player/222514/freddie-woodman/220002,F. Woodman,Freddie Woodman,GK,74,81,7000000.0,20000.0,24,1997-03-04,190,83,13.0,Newcastle United,English Premier League,1.0,GK,27.0,2023.0,England,Right,2,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,14,16,20,26,16,17,15,13,26,22,45,50,38,72,37,53,48,30,46,14,32,26,12,38,20,54,10,21,20,74,70,70,73,74,47.0,30+2,30+2,30+2,27,29,29,29,27,28+2,28+2,28+2,28+2,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,73+2,https://cdn.sofifa.net/players/222/514/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
2198,224251,https://sofifa.com/player/224251/robin-zentner/220002,R. Zentner,Robin Zentner,GK,74,77,4200000.0,16000.0,26,1994-10-28,194,96,169.0,1. FSV Mainz 05,German 1. Bundesliga,1.0,GK,27.0,2023.0,Germany,Right,3,1,1,Medium/Medium,Stocky (185+),Yes,,,,,,,17,14,18,30,15,13,14,16,26,19,65,65,30,73,45,48,60,27,81,13,38,18,10,22,25,32,21,17,13,74,70,64,72,79,65.0,31+2,31+2,31+2,28,28,28,28,28,27+2,27+2,27+2,29+2,26+2,26+2,26+2,29+2,29+2,29+2,29+2,29+2,29+2,29+2,31+2,31+2,31+2,29+2,73+2,https://cdn.sofifa.net/players/224/251/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
2205,224987,https://sofifa.com/player/224987/ivan-provedel/220002,I. Provedel,Ivan Provedel,GK,74,76,3900000.0,12000.0,27,1994-03-17,192,84,110741.0,Spezia,Italian Serie A,1.0,SUB,94.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,21,17,17,29,14,16,13,13,23,18,44,40,38,70,44,50,56,28,56,20,27,22,16,52,22,62,22,22,21,75,73,66,72,75,42.0,29+2,29+2,29+2,28,30,30,30,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,29+2,29+2,29+2,28+2,28+2,29+2,29+2,29+2,28+2,73+2,https://cdn.sofifa.net/players/224/987/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
2220,226085,https://sofifa.com/player/226085/leonardo-cesar-jardim/220002,Léo Jardim,Leonardo César Jardim,GK,74,78,4500000.0,21000.0,26,1995-03-20,188,82,65.0,LOSC Lille,French Ligue 1,1.0,SUB,30.0,2024.0,Brazil,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,16,14,27,12,18,18,17,24,18,40,43,35,74,54,51,54,42,56,18,27,24,17,57,19,28,11,16,14,76,72,68,69,75,41.0,29+2,29+2,29+2,28,31,31,31,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,27+2,29+2,29+2,29+2,27+2,27+2,26+2,26+2,26+2,27+2,73+2,https://cdn.sofifa.net/players/226/085/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/br.png
2307,233934,https://sofifa.com/player/233934/aaron-ramsdale/220002,A. Ramsdale,Aaron Ramsdale,GK,74,79,5000000.0,36000.0,23,1998-05-14,188,77,1.0,Arsenal,English Premier League,1.0,SUB,32.0,2025.0,England,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,15,14,15,31,16,18,17,16,33,28,47,50,53,70,49,52,66,35,59,15,35,20,11,47,25,55,18,16,15,75,72,69,71,76,48.0,30+2,30+2,30+2,30,31,31,31,30,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,28+2,31+2,31+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2,73+2,https://cdn.sofifa.net/players/233/934/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
2386,243952,https://sofifa.com/player/243952/andriy-lunin/220002,A. Lunin,Andriy Lunin,GK,74,85,8000000.0,59000.0,22,1999-02-11,192,87,243.0,Real Madrid CF,Spain Primera Division,1.0,SUB,13.0,2024.0,Ukraine,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,55,56,32,61,7,22,19,11,60,19,56,22,13,11,71,70,73,74,76,37.0,26+2,26+2,26+2,24,27,27,27,24,28+2,28+2,28+2,26+2,29+2,29+2,29+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,73+2,https://cdn.sofifa.net/players/243/952/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ua.png
2388,244274,https://sofifa.com/player/244274/adrian-semper/220002,A. Šemper,Adrian Šemper,GK,74,77,4500000.0,10000.0,23,1998-01-12,194,89,110556.0,Genoa,Italian Serie A,1.0,SUB,1.0,2024.0,Croatia,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,15,12,34,9,12,12,13,31,29,30,32,31,68,22,47,31,21,51,13,28,11,9,65,15,25,13,12,15,74,74,63,75,75,31.0,27+2,27+2,27+2,27,29,29,29,27,32+2,32+2,32+2,28+2,32+2,32+2,32+2,28+2,23+2,28+2,28+2,28+2,23+2,23+2,23+2,23+2,23+2,23+2,73+2,https://cdn.sofifa.net/players/244/274/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/hr.png
2433,150477,https://sofifa.com/player/150477/romain-salin/220002,R. Salin,Romain Jules Salin,GK,73,73,350000.0,16000.0,36,1984-07-29,189,76,74.0,Stade Rennais FC,French Ligue 1,1.0,SUB,1.0,2022.0,France,Left,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,11,16,36,13,14,11,15,23,13,28,34,50,72,45,51,64,38,67,13,45,26,16,59,11,60,20,13,16,72,69,68,73,74,30.0,27+2,27+2,27+2,25,28,28,28,25,30+2,30+2,30+2,27+2,31+2,31+2,31+2,27+2,27+2,31+2,31+2,31+2,27+2,26+2,30+2,30+2,30+2,26+2,72+1,https://cdn.sofifa.net/players/150/477/22_120.png,https://cdn.sofifa.net/teams/74/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
2439,156437,https://sofifa.com/player/156437/philipp-pentke/220002,P. Pentke,Philipp Pentke,GK,73,73,350000.0,13000.0,36,1985-05-01,191,84,10029.0,TSG Hoffenheim,German 1. Bundesliga,1.0,SUB,12.0,2022.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,23,10,30,30,18,25,13,22,22,30,38,36,33,66,34,50,67,40,79,17,38,15,12,45,25,67,17,22,13,74,69,66,73,77,37.0,31+2,31+2,31+2,29,30,30,30,29,31+2,31+2,31+2,31+2,31+2,31+2,31+2,31+2,28+2,30+2,30+2,30+2,28+2,28+2,32+2,32+2,32+2,28+2,72+1,https://cdn.sofifa.net/players/156/437/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
